	BCC						Basic Core Component contained within the ACC						
	ASCC						"Associated (Aggregate) Core Component, associated with the ACC"						
UN00006835	BCC	Type Code	UN00006834	Access Control List	0	unbounded	A code specifying a type for this access control list.		Type	Code			
UN00006836	BCC	Access Rights Code	UN00006834	Access Control List	0	unbounded	A code specifying the access rights for this access control list.		Access Right	Code			
UN00006837	ASCC	Included Party	UN00006834	Access Control List	0	unbounded	A party included in this access control list.		Included		Party		
UN00003668	BCC	Relationship To Patient Code	UN00003667	Accompanying Person	0	1	The code specifying the accompanying person's relationship to the patient.		Relationship To Patient	Code			
UN00003669	ASCC	Specified As Party	UN00003667	Accompanying Person	0	1	The party specified as an accompanying person.		Specified As		Party		
UN00004757	BCC	First Account ID	UN00005786	Accounting Account Boundary	0	1	The unique identifier for the first account in a series for this accounting account boundaries.		First Account Identification	Identifier			
UN00004758	BCC	Last Account ID	UN00005786	Accounting Account Boundary	0	1	The unique identifier for the last account in a series for this accounting account boundaries.		Last Account Identification	Identifier			
UN00004759	BCC	First Sub-Account ID	UN00005786	Accounting Account Boundary	0	1	The unique identifier for the first sub-account in a series for this accounting account boundaries.		First Sub-Account Identification	Identifier			
UN00004760	BCC	Last Sub-Account ID	UN00005786	Accounting Account Boundary	0	1	The unique identifier for the last sub-account in a series for this accounting account boundaries.		Last Sub-Account Identification	Identifier			
UN00004762	BCC	ID	UN00004761	Accounting Account Classification	0	1	The unique identifier for this classification of accounting accounts.		Identification	Identifier			
UN00004763	BCC	First Use Date Time	UN00004761	Accounting Account Classification	0	1	"The date, time, date time, or other date time value of the first use for this accounting account classification."		First Use	Date Time			
UN00004764	BCC	Internal Reference Text	UN00004761	Accounting Account Classification	0	1	"The internal reference, expressed as text, of this accounting account classification."		Internal Reference	Text			
UN00004765	BCC	Using Country Code	UN00004761	Accounting Account Classification	0	1	The code specifying the country where this accounting account classification is in use or defined.		Using Country	Code			
UN00004766	BCC	Currency Code	UN00004761	Accounting Account Classification	0	1	The code specifying the currency for this accounting account classification.		Currency	Code			
UN00004767	BCC	Type Code	UN00004761	Accounting Account Classification	0	1	"The code specifying the type of accounting account classification, such as general account, payable, receivable, budget account, cost accounting account, job, building site, etc."		Type	Code			
UN00004768	BCC	Version Text	UN00004761	Accounting Account Classification	0	1	"The version, expressed as text, of this accounting account classification."		Version	Text			
UN00004769	BCC	Revision Text	UN00004761	Accounting Account Classification	0	1	"The revision, expressed as text, of this accounting account classification."		Revision	Text			
UN00004770	ASCC	Related Accounting Account	UN00004761	Accounting Account Classification	0	unbounded	An accounting account related to this accounting account classification.		Related		Accounting Account		
UN00004949	ASCC	Accounting Period	UN00004761	Accounting Account Classification	0	unbounded	An accounting period specified for this accounting account classification.		Specified		Accounting Period		
UN00004772	BCC	Cap Limitation Amount	UN00004771	Accounting Account Credit Risk	0	1	The monetary value of the cap limitation for this accounting account credit risk.		Cap Limitation	Amount			
UN00004773	BCC	Current Amount	UN00004771	Accounting Account Credit Risk	0	1	The monetary value of the current amount for this accounting account credit risk.		Current	Amount			
UN00004775	BCC	Ranking Number	UN00004774	Accounting Account Dimension	0	1	"The ranking number for this dimension, such as third dimension, in this accounting account."		Ranking	Numeric			
UN00004776	BCC	ID	UN00004774	Accounting Account Dimension	0	1	The unique identifier for this accounting account dimension.		Identification	Identifier			
UN00004777	BCC	Name	UN00004774	Accounting Account Dimension	0	1	"The name, expressed as text, of this accounting account dimension."		Name	Text			
UN00004778	BCC	Field Length	UN00004774	Accounting Account Dimension	0	1	"The length, expressed in a number of characters, of the field for this accounting account dimension."		Field Length	Numeric			
UN00004780	BCC	ID	UN00004779	Accounting Account Pattern	0	1	The unique identifier for this accounting account pattern.		Identification	Identifier			
UN00004781	BCC	Name	UN00004779	Accounting Account Pattern	0	1	"The name, expressed as text, of this accounting account pattern."		Name	Text			
UN00004782	BCC	Deprecated Country Code	UN00004779	Accounting Account Pattern	0	1	The code specifying the country for this accounting account pattern (reference ISO 3166).		Country	Code			
UN00004783	BCC	Template Text	UN00004779	Accounting Account Pattern	0	1	"The template, expressed as text, of this accounting account pattern."		Template	Text			
UN00004784	BCC	Opening Date Time	UN00004779	Accounting Account Pattern	0	1	"The date, time, date time, or other date time value of the opening of this accounting account pattern."		Opening	Date Time			
UN00004785	BCC	Closing Date Time	UN00004779	Accounting Account Pattern	0	1	"The date, time, date time, or other date time value of the closing of this accounting account pattern."		Closing	Date Time			
UN00006544	BCC	Country Code	UN00004779	Accounting Account Pattern	0	1	The identifier specifying the country for this accounting account pattern (reference ISO 3166).		Country	Identifier			
UN00004786	ASCC	Specified Accounting Account Dimension	UN00004779	Accounting Account Pattern	0	unbounded	An accounting account dimension specified for this accounting account pattern.		Specified		Accounting Account Dimension		
UN00001268	BCC	ID	UN00001267	Accounting Account	0	1	The unique identifier for this accounting account.		Identification	Identifier			
UN00001269	BCC	Set Trigger Code	UN00001267	Accounting Account	0	unbounded	A code specifying a set trigger for the accounting account to be used in response to a specific event or set of events.		Set Trigger	Code			
UN00001270	BCC	Type Code	UN00001267	Accounting Account	0	1	"The code specifying the type of accounting account such as general(main), secondary, cost accounting, budget account."		Type	Code			
UN00001271	BCC	Amount Type Code	UN00001267	Accounting Account	0	1	The code specifying the amount type for a specific accounting account.		Amount Type	Code			
UN00002145	BCC	Sub-Account ID	UN00001267	Accounting Account	0	unbounded	A unique identifier for this accounting sub account.		Sub Account	Identifier			
UN00002146	BCC	Name	UN00001267	Accounting Account	0	1	"The name, expressed as text, of this accounting account."		Name	Text			
UN00002147	BCC	Abbreviated Name	UN00001267	Accounting Account	0	1	"The abbreviated name, expressed as text, of this accounting account."		Abbreviated Name	Text			
UN00002148	BCC	Main Accounts Chart ID	UN00001267	Accounting Account	0	1	The unique identifier for the main accounts chart for this accounting account.		Main Accounts Chart	Identifier			
UN00002149	BCC	Main Accounts Chart Reference ID	UN00001267	Accounting Account	0	1	The unique identifier of the main accounts chart reference for this accounting account.		Main Accounts Chart Reference	Identifier			
UN00003179	BCC	Deprecated Cost Assignment Reference Text	UN00001267	Accounting Account	0	1	"The cost assignment reference, expressed as text, for this accounting account."		Cost Assignment Reference	Text			
UN00004511	BCC	Cost Reference Dimension Pattern Text	UN00001267	Accounting Account	0	1	"The cost reference dimension pattern, expressed as text, for this accounting account."		Cost Reference Dimension Pattern	Text			
UN00004787	BCC	Status Code	UN00001267	Accounting Account	0	1	"The code specifying the status of this accounting account, such as open, locked, closed, temporarily unusable, pending."		Status	Code			
UN00004788	BCC	Group Rank Code	UN00001267	Accounting Account	0	1	The code specifying the rank or level for grouping a series of accounting accounts.		Group Rank	Code			
